State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Utah,304989,,,,2018,8,2017,4,
Minnesota,1160499,201685,200811,874,2018,8,2017,5,
Nebraska,238860,,,,2018,8,2016,12,
American Samoa,41214,,,,2018,8,2017,2,
Colorado,1296301,409143,402412,6731,2019,12,2018,6,
Wisconsin,1188415,,,,2019,12,2017,10,
Wisconsin,1184824,,,,2019,12,2017,12,
Oklahoma,703274,,,,2017,7,2015,10,
Arkansas,1183688,279433,239936,39497,2017,7,2015,3,
Colorado,976972,211389,210013,1376,2016,12,2014,3,
New Hampshire,192134,52892,52654,238,2017,9,2016,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Virgin Islands,14067,,,,2016,12,2014,1,
Tennessee,1337148,,,,2016,12,2014,1,
Massachusetts,1853806,380063,0,380063,2017,7,2015,11,
Florida,3828560,,,,2016,12,2014,3,
Maine,258284,0,0,0,2019,12,2017,10,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
New Mexico,876288,250493,250493,,2017,9,2016,7,
Dist. Of Col.,260704,110199,69662,40537,2019,12,2018,4,
District of Columbia,235611,50610,50610,0,2016,12,2014,5,
N. Mariana Islands,17000,,,,2017,9,2016,4,
New Jersey,1698700,559161,559161,0,2018,8,2016,10,
Totals,63871201,5642948,3653855,1989093,2016,12,2014,1,
Texas,4297120,,,,2017,7,2015,4,
Arizona,1480543,216415,25225,191190,2016,12,2014,3,
Wyoming,71083,,,,2017,7,2015,2,
Kansas,369784,,,,2016,12,2014,5,
Maine,300029,,,,2016,12,2014,2,
Delaware,210771,61915,10336,51579,2019,12,2017,10,
Washington,1847025,619524,605472,14052,2018,8,2016,12,
Colorado,1283903,396006,394115,1891,2017,7,2015,11,
California,12865067,3623005,3623005,0,2017,9,2016,4,Awaiting state reporting/enrollment reasonableness review in progress
Virgin Islands,23934,9617,,9617,2019,12,2018,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Georgia,1798364,,,,2016,12,2014,11,
Michigan,1999310,219040,205777,13263,2016,12,2014,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Pennsylvania,2316929,247868,211485,36383,2017,7,2015,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
New Mexico,679117,141937,141937,0,2016,12,2014,6,
California,13052635,1099373,1099373,0,2016,12,2014,1,
Maine,289468,,,,2016,12,2014,8,
Michigan,2450490,699032,638686,60346,2019,12,2018,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Montana,191940,40056,40056,,2017,9,2016,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Georgia,1873182,,,,2018,8,2017,9,
Louisiana,1243095,,,,2016,12,2014,3,
Massachusetts,1811368,383587,0,383587,2018,8,2017,6,
North Carolina,2039595,,,,2017,9,2016,5,
American Samoa,36726,,,,2016,12,2014,7,
Connecticut,834566,190364,179140,11224,2017,7,2015,1,
Illinois,2890539,691883,651309,40574,2018,8,2017,4,
Puerto Rico,1353613,403678,0,403678,2016,12,2014,11,
Michigan,2158014,468109,435482,32627,2016,12,2014,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wyoming,65093,,,,2017,7,2015,9,
Nevada,525708,166801,166801,0,2017,7,2015,3,
Mississippi,709820,,,,2016,12,2014,10,
New Jersey,1728387,589980,589980,0,2017,7,2015,4,Awaiting state reporting/enrollment reasonableness review in progress
North Dakota,86250,18641,18024,617,2017,7,2015,6,
North Carolina,1850567,,,,2016,12,2014,4,
Georgia,1855730,,,,2017,9,2016,9,
Idaho,309471,,,,2019,12,2018,1,
Mississippi,700786,,,,2016,12,2014,8,
North Carolina,2166076,,,,2019,12,2018,5,
South Dakota,109509,,,,2017,7,2015,6,
Texas,4330126,,,,2017,7,2015,1,
Colorado,1009483,227671,226319,1352,2016,12,2014,4,
Idaho,316600,,,,2018,8,2016,10,
Pennsylvania,2066613,,,,2016,12,2014,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Mississippi,711197,,,,2018,8,2016,12,
Rhode Island,308248,69290,69290,0,2019,12,2018,3,
South Carolina,1259263,,,,2019,12,2018,4,
Oklahoma,682757,,,,2018,8,2017,4,
Colorado,1172532,323765,322142,1623,2017,7,2015,1,
Alaska,171261,28052,27945,107,2018,8,2016,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Wyoming,67369,,,,2016,12,2014,1,
Totals,76093515,14746658,11341619,3405039,2017,9,2016,5,
New Hampshire,188715,53286,53079,207,2017,9,2016,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Pennsylvania,2689833,624903,569441,55462,2017,9,2016,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Massachusetts,1643200,287610,0,287610,2016,12,2014,1,
Florida,3968314,,,,2019,12,2018,2,
New Jersey,1699435,568669,568669,0,2019,12,2018,2,
Wisconsin,1212987,,,,2017,7,2015,3,
American Samoa,36726,,,,2017,7,2015,8,
Kentucky,1347792,479567,479567,0,2018,8,2017,9,
Minnesota,1092404,209322,208507,815,2019,12,2017,11,
Missouri,958954,,,,2019,12,2018,3,
South Dakota,107827,,,,2018,8,2017,3,
Virgin Islands,14865,,,,2017,7,2015,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Connecticut,922726,246442,225215,21227,2019,12,2018,5,
Utah,335471,,,,2017,9,2016,5,
N. Mariana Islands,17000,,,,2017,9,2016,2,
Montana,243494,84765,84765,0,2018,8,2017,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
American Samoa,41214,,,,2018,8,2017,7,
Maryland,1160217,203877,203877,0,2016,12,2014,6,
Connecticut,846411,213528,198738,14790,2017,9,2016,7,
Iowa,594666,149961,139278,10683,2017,9,2016,5,
Minnesota,1153769,189057,188319,738,2018,8,2016,10,
Rhode Island,309723,69888,69888,0,2019,12,2017,12,
Idaho,319981,,,,2018,8,2016,12,
North Carolina,2050230,,,,2018,8,2017,9,
Montana,238789,84228,84228,0,2019,12,2017,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Michigan,2316625,632453,588022,44431,2017,9,2016,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
California,13977536,2770903,2770903,0,2017,7,2015,2,
New Mexico,796158,214552,214552,0,2017,7,2015,4,
Iowa,562624,128800,119706,9094,2017,7,2015,3,
Oregon,998620,455800,385657,70143,2016,12,2014,11,
Minnesota,1154559,199745,198996,749,2017,7,2015,1,
Alabama,1050254,,,,2016,12,2014,11,
Nebraska,231795,,,,2016,12,2014,6,
Oregon,1102098,550610,478568,72042,2017,9,2016,3,
North Carolina,2150335,,,,2019,12,2018,2,
Florida,3882589,,,,2019,12,2018,5,
Indiana,1166913,269293,150006,119287,2017,7,2015,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Louisiana,1466220,,,,2017,9,2016,1,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
West Virginia,455311,91775,91775,0,2016,12,2014,2,
Oregon,966688,424685,340639,84046,2016,12,2014,3,
Alabama,1038571,,,,2017,9,2016,8,
Virginia,995213,,,,2017,9,2016,6,
Alabama,1019631,,,,2018,8,2017,8,
North Dakota,92823,20650,19602,1048,2019,12,2017,12,
New York,6107856,1906826,259461,1647365,2017,9,2016,3,
Virgin Islands,24198,9751,,9751,2019,12,2018,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Wisconsin,1197034,,,,2017,7,2015,8,
Maryland,1146711,189277,189277,0,2016,12,2014,5,
Maryland,1128986,182456,182456,0,2016,12,2014,4,
Texas,4332199,,,,2019,12,2017,12,
Mississippi,724380,,,,2017,7,2015,11,
Puerto Rico,1319978,396885,,396885,2017,7,2015,10,
Minnesota,1104618,181273,180276,997,2016,12,2014,10,
Nebraska,236975,,,,2017,9,2016,3,
Kansas,370313,,,,2019,12,2018,2,
Missouri,774010,,,,2016,12,2014,5,
Oklahoma,681377,,,,2018,8,2017,2,
New Hampshire,132034,,,,2016,12,2014,1,
Maryland,1229917,311423,311423,0,2019,12,2018,5,
Nevada,546817,145761,145761,0,2016,12,2014,8,
New Hampshire,167988,29406,29124,282,2016,12,2014,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Missouri,988334,,,,2018,8,2017,3,
Wyoming,67675,,,,2016,12,2014,2,
Nevada,533369,138162,138162,0,2016,12,2014,7,
West Virginia,552314,169782,169782,,2017,7,2015,8,
Maryland,1103730,248237,248237,,2017,9,2016,3,
District of Columbia,224559,45901,45901,0,2016,12,2014,1,
Guam,35621,3567,,3567,2018,8,2017,3,
Totals,75785795,15061950,11652481,3409469,2017,9,2016,8,
Georgia,1957737,,,,2019,12,2018,6,
Nevada,591436,201613,201613,,2017,9,2016,6,
Idaho,286257,,,,2016,12,2014,8,
Colorado,1232065,358112,356407,1705,2017,7,2015,5,
Louisiana,1329443,,,,2016,12,2014,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
American Samoa,36726,,,,2016,12,2014,1,
North Dakota *,91919,20351,19350,1001,2018,8,2017,4,Awaiting state reporting/enrollment reasonableness review in progress
Montana,151235,,,,2016,12,2014,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,15472,,,,2018,8,2016,12,
Florida,4052383,,,,2018,8,2017,5,
Colorado,1330977,443544,441402,2142,2017,9,2016,6,
Virginia,906574,,,,2016,12,2014,6,
Vermont,184426,60529,0,60529,2018,8,2017,5,
Pennsylvania,2731187,791111,750362,40749,2019,12,2018,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Texas,4285311,,,,2019,12,2018,3,
Indiana,1243049,342744,203308,139436,2017,7,2015,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Indiana,1346323,443723,315380,128343,2018,8,2017,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Wyoming,64432,,,,2017,9,2016,1,
Maryland,1061749,231484,231484,0,2017,7,2015,12,
Nebraska,234288,,,,2016,12,2014,11,
Connecticut,824319,190561,179170,11391,2017,7,2015,2,
Virgin Islands,13780,,,,2016,12,2014,3,
Maine,256182,0,0,0,2019,12,2018,1,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Nebraska,234106,,,,2017,7,2015,1,
Minnesota,1147282,187516,186666,850,2017,9,2016,9,
South Dakota,107577,,,,2016,12,2014,9,
Hawaii,326563,113854,20309,93545,2017,9,2016,5,
Hawaii,330439,120403,22744,97659,2019,12,2018,4,
Massachusetts,1848444,391857,0,391857,2019,12,2018,5,
Colorado,1327920,442434,440160,2274,2017,9,2016,7,
Minnesota,1169596,198921,198233,688,2017,7,2015,7,
Connecticut,788454,172008,159360,12648,2017,7,2015,8,
Minnesota,1191273,204737,204075,662,2017,7,2015,10,
Guam,35164,3441,,3441,2018,8,2016,12,
Arkansas,919768,291602,266741,24861,2017,7,2015,12,
Minnesota,944960,131218,130780,438,2016,12,2014,1,
Florida,4013266,,,,2018,8,2017,8,
Wyoming,59092,,,,2019,12,2018,1,
Iowa,602058,154021,142157,11864,2018,8,2017,2,
Alaska,196284,42966,42938,28,2019,12,2018,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Alaska,119404,,,,2016,12,2014,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Texas,4357147,,,,2018,8,2017,1,
Mississippi,733558,,,,2017,7,2015,8,
Hawaii,287393,76720,42231,34489,2016,12,2014,6,
Dist. Of Col.,263531,112887,71228,41659,2019,12,2017,12,
Virginia,1016793,,,,2018,8,2017,3,
Ohio,3071157,708663,652169,56494,2017,9,2016,7,
Tennessee,1615360,,,,2017,7,2015,8,
Idaho,277167,,,,2016,12,2014,5,
Vermont,179602,58702,0,58702,2018,8,2017,8,
Massachusetts,1858429,384060,0,384060,2018,8,2016,10,
Iowa,571750,135186,126142,9044,2017,7,2015,5,
Florida,4032834,,,,2019,12,2017,10,
Maine,278383,,,,2017,7,2015,3,
Montana,151180,,,,2016,12,2014,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
District Of Columbia,261140,109687,68594,41093,2018,8,2017,8,
Arizona,1878210,409659,104510,305149,2017,7,2015,11,
N. Mariana Islands,17000,,,,2017,7,2015,1,
Vermont,210322,64987,,64987,2017,9,2016,2,
Texas,4314833,,,,2018,8,2017,8,
Illinois,2981099,668611,651810,16801,2017,7,2015,5,
Idaho,305900,,,,2017,9,2016,5,
Virginia,991195,,,,2017,7,2015,10,
West Virginia,547243,170635,170635,0,2019,12,2017,10,
Colorado,1340089,448805,446508,2297,2018,8,2017,2,
Oklahoma,669148,,,,2018,8,2017,6,
American Samoa,41214,,,,2018,8,2017,5,
West Virginia,554210,174999,174999,0,2017,7,2015,12,
Utah,314706,,,,2016,12,2014,7,
Totals,75936729,14782994,11381854,3401140,2017,9,2016,6,
Arizona,1722629,326936,51093,275843,2016,12,2014,10,
Guam,37123,3247,,3247,2016,12,2014,2,
Pennsylvania,2094487,,,,2016,12,2014,3,
California,14074434,2547235,2547235,0,2016,12,2014,12,Awaiting state reporting/enrollment reasonableness review in progress
Wisconsin,1184288,,,,2018,8,2017,9,
Hawaii,292221,88670,34120,54550,2017,7,2015,2,
Florida,4010895,,,,2017,7,2015,6,
Hawaii,275551,79196,32925,46271,2016,12,2014,11,
North Carolina,1976604,,,,2017,7,2015,9,
California,11568990,3769184,3769184,0,2018,8,2017,6,
Wyoming,62242,,,,2018,8,2017,1,
Georgia,1853348,,,,2018,8,2017,6,
Pennsylvania,2852210,796335,754249,42086,2018,8,2017,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virgin Islands,17552,3996,,3996,2018,8,2017,9,"Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Idaho,277090,,,,2016,12,2014,4,
South Dakota,108745,,,,2017,7,2015,10,
Iowa,591146,153939,141349,12590,2019,12,2017,12,
Kansas,373592,,,,2017,7,2015,4,
South Carolina,1154194,,,,2016,12,2014,8,
Kansas,363083,,,,2019,12,2017,12,
Mississippi,674061,,,,2016,12,2014,4,
Alaska,121955,,,,2017,7,2015,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Hawaii,281175,68978,44704,24274,2016,12,2014,2,
Connecticut,851013,188969,177393,11576,2016,12,2014,12,
New Mexico,854443,249748,249748,0,2018,8,2017,9,
Iowa,594708,148605,137724,10881,2017,9,2016,9,
Oregon,1093489,548756,478110,70646,2017,9,2016,1,
Michigan,2274041,601463,559567,41896,2017,7,2015,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
South Carolina,1230287,,,,2018,8,2017,8,
Alaska,113933,,,,2016,12,2014,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Virginia,1017358,,,,2018,8,2017,2,
Tennessee,1619393,,,,2019,12,2017,11,
Idaho,319681,,,,2018,8,2017,4,
Rhode Island,302796,68074,68074,0,2018,8,2017,1,
Maine,296097,,,,2016,12,2014,5,
New York,6070580,1948399,282325,1666074,2018,8,2017,3,
Texas,4305931,,,,2018,8,2017,6,
South Dakota,105503,,,,2019,12,2017,11,
Florida,4056210,,,,2018,8,2017,7,
Vermont,187776,58781,0,58781,2018,8,2016,10,
Maine,258075,,,,2018,8,2017,8,
Oklahoma,653045,,,,2019,12,2018,5,
South Carolina,1200918,,,,2017,7,2015,2,
West Virginia,536762,165893,165893,0,2019,12,2018,6,
N. Mariana Islands,1151,,,,2019,12,2017,11,
Maine,258634,,,,2018,8,2017,7,
Virgin Islands,20214,1605,,1605,2017,7,2015,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
New York,6136251,1906812,264994,1641818,2017,9,2016,4,
Florida,4023320,,,,2017,9,2016,8,
North Carolina,1975549,,,,2017,7,2015,6,
Indiana,1072004,,,,2016,12,2014,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Oklahoma,656753,,,,2019,12,2018,1,
Louisiana,1247911,,,,2016,12,2014,2,
Totals,76373292,14684923,11273422,3411501,2017,9,2016,3,
Colorado,1282265,411009,404471,6538,2019,12,2018,4,
Delaware,211731,60824,9322,51502,2017,7,2015,7,
District of Columbia,248125,56360,56360,0,2017,7,2015,1,
Nevada,579784,196446,196446,0,2017,7,2015,12,
Arkansas,967155,326948,318303,8645,2018,8,2017,1,
Montana,148697,,,,2016,12,2014,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Alaska,184242,35931,35807,124,2018,8,2017,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1179139,192491,191828,663,2017,9,2016,4,
Georgia,1850981,,,,2017,7,2015,6,
New Mexico,804026,218456,218456,0,2017,7,2015,6,
South Dakota,106660,,,,2018,8,2017,5,
Wisconsin,1190904,,,,2018,8,2016,10,
Pennsylvania,2747147,798037,756784,41253,2019,12,2018,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Vermont,185011,60599,0,60599,2018,8,2017,4,
Georgia,1873328,,,,2017,9,2016,3,
Alaska,157092,21550,21550,,2017,9,2016,5,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Illinois,2876233,685870,645067,40803,2018,8,2017,5,
New Hampshire,138562,,,,2016,12,2014,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Florida,4026994,,,,2017,9,2016,4,
Maine,293895,,,,2016,12,2014,7,
West Virginia,513061,144461,144461,0,2016,12,2014,8,
New Mexico,635809,102914,102914,0,2016,12,2014,2,
Massachusetts,1935841,312554,0,312554,2016,12,2014,10,
Arkansas,863204,202906,179770,23136,2016,12,2014,1,
Nebraska,236411,,,,2017,9,2016,7,
Alaska,194359,41593,41565,28,2019,12,2017,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California,13261078,3189635,3189635,0,2017,7,2015,9,Awaiting state reporting/enrollment reasonableness review in progress
N. Mariana Islands,17000,,,,2016,12,2014,5,
Florida,4068266,,,,2018,8,2017,2,
Massachusetts,2007685,432659,0,432659,2019,12,2018,3,
Arizona,1905913,419057,107782,311275,2017,9,2016,8,
North Carolina,2167495,,,,2019,12,2018,4,
Missouri,853193,,,,2017,7,2015,1,
Idaho,276856,,,,2016,12,2014,6,
Arkansas,925643,292602,292349,253,2019,12,2018,4,
Idaho,287932,,,,2016,12,2014,9,
Nebraska,235833,,,,2017,7,2015,4,
Maryland,1023255,129209,129209,0,2016,12,2014,1,
North Dakota,83157,16727,16239,488,2016,12,2014,12,
Texas,4282705,,,,2017,7,2015,7,
Virginia,996913,,,,2017,9,2016,8,
Texas,4203865,,,,2016,12,2014,8,
Oklahoma,645541,,,,2019,12,2018,3,
Montana,257398,95667,95667,0,2019,12,2018,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands,17000,,,,2016,12,2014,2,
New Jersey,1637304,523727,523727,0,2016,12,2014,11,
District of Columbia,236687,51136,51136,0,2016,12,2014,6,
Nevada,559114,183742,183742,,2017,7,2015,8,
Minnesota,1141971,198705,197879,826,2018,8,2017,6,
Rhode Island,258284,43682,43682,0,2016,12,2014,5,
Hawaii,327927,114869,20581,94288,2017,9,2016,6,
California,13081202,3823273,3823273,0,2019,12,2018,4,
New Jersey,1499715,422064,422064,0,2016,12,2014,4,
Oklahoma,660803,,,,2017,9,2016,4,
Washington,1652422,483435,468045,15390,2016,12,2014,11,
South Dakota,105968,,,,2019,12,2018,3,
Maryland,1073134,238068,238068,,2017,9,2016,1,
Pennsylvania,2709668,643317,587243,56074,2017,9,2016,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
California,11683751,3737657,3737657,0,2018,8,2017,3,
Puerto Rico,1284194,387646,,387646,2018,8,2016,11,
California,13111554,3334915,3334915,0,2017,7,2015,11,Awaiting state reporting/enrollment reasonableness review in progress
North Carolina,1977368,,,,2017,7,2015,4,
Idaho,323620,,,,2018,8,2017,1,
Louisiana,1439036,,,,2017,7,2015,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
